No,Komentar,P1,P2,P3,Hasil,,
1870,Let's go trending guys!!!!ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1871,One of the best youtube rewind ðŸ˜­ðŸ‘,1,1,1,Positif,,
1872,SO AWESOME!!! ðŸ˜­ðŸ¤šâ¤,1,1,1,Positif,,
1873,WHATSS THIS GORGEOUS!!!!!,1,1,1,Positif,,
1874,I'm crying ðŸ˜­,1,1,1,Positif,,
1875,Gemoyy parahh gilaaaðŸ˜­â™¥ï¸â™¥ï¸,1,1,1,Positif,,
1876,EPIC YOUTUBE REWIND INDONESIA 2020. merinding liaat nya,1,1,1,Positif,,
1877,"4:18
Kejadian yang tidak boleh terlupakan",0,1,1,Positif,,1
1878,"ini keren banget jujur semua aspek nya keren!!! props buat semua yang terlibat, youâ€™ve worked hard!!!",1,1,1,Positif,,
1879,4:30 untuk melihat mas mas madura dan mas mas agnostik,0,1,1,Positif,,
1880,THEBESTTTTTTT!,1,1,1,Positif,,
1881,idk why terakhirâ€ nya bikin merinding and bikin terharu sumpah:(  welcome new generation,1,1,1,Positif,,
1882,YOK TRENDING YOKKKK,1,1,1,Positif,,
1883,"Kereenn weee 
Mau nangis saking kerennya:((",1,1,1,Positif,,
1884,Art in the end of the year ðŸ”¥ðŸš€,1,1,1,Positif,,
1885,"Gila sih keren parah, semua genre YT Indo ada disini dan scene bendera merah putih juga merinding parah",1,1,1,Positif,,
1886,"MAS ANCA WITH MALAM MINGGU MIKO HIT ME SO HARRRRRD! Series youtube terrbaik hingga hari ini :"")",1,1,1,Positif,,
1887,10:17 GILA FKMOVERS (leaked character sebelah kiri keknya),0,1,0,Netral,,
1888,KERENNN BANGEEETTT!!â¤ï¸âœ¨,1,1,1,Positif,,
1889,Best rewind so farðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1890,4:15 dih kena mute....wkwkwk,1,1,1,Positif,,
1891,thank you so much for such amazing rewind.. jadi semakin bersyukur aku lahir di Indonesia,1,1,1,Positif,,
1892,TRENDINGGGGGðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1893,"Gila"" mantep bat

Tapi pengen liat Bennymoza juga",1,1,1,Positif,,
1894,Sumpahh keren banget!!!merindinggðŸ¥º,1,1,1,Positif,,
1895,10:40 siapa disini cita cita nya nangis ngeliat scene ini,0,0,0,Netral,,
1896,"Merindiiiing keren pol , terima kasih sudah membuat ini untuk Indonesia ðŸ™ðŸ»ðŸ™ðŸ»",1,1,1,Positif,,
1897,Gilaaaaa Keren paraahhhhhhn ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1898,"Merindinggg sumpah, keren bgttttttðŸ’œðŸ’œðŸ’œ",1,1,1,Positif,,
1899,10:00 OMG â¤ï¸â¤ï¸ðŸ‡®ðŸ‡©,1,1,1,Positif,,
1900,keren bgtðŸ”¥ðŸ”¥ðŸ”¥ðŸ˜­ðŸ˜­,1,1,1,Positif,,
1901,Terbaik lah pokoknya terimakasih atas semuanya telah membuat video yg sangat bermakna ini ðŸ˜­ðŸ˜­ðŸ˜­,1,1,1,Positif,,
1902,5:37 pak muh joget wkkwkwkwk,0,1,0,Netral,,
1903,07:58 MERINDING GUA BANGSAT (ï¾‰*>âˆ€<)ï¾‰â™¡ MEMANG TERBAIK KALIAN,1,1,1,Positif,,
1904,5:28,0,0,0,Netral,,
1905,"Baru sadar di menit 2:51 chandra sempet""nya gantiin chef arnold",0,0,0,Netral,,
1906,Keren parahhhðŸ”¥ðŸ”¥,1,1,1,Positif,,
1907,"GREATTT JOBBBB!!! kereennnn bgt! :"")",1,1,1,Positif,,
1908,Semoga Indonesia lekas pulih:'),1,1,1,Positif,,
1909,leoooooo (ã¥ï¿£ Â³ï¿£)ã¥,0,1,0,Netral,,
1910,"Wowww gilaa pecahhhhðŸ”¥ðŸ”¥ðŸ”¥
Go trending!!!!!!",1,1,1,Positif,,
1911,cak nan ðŸ˜­ðŸ˜­,0,1,1,Positif,,
1912,"Gilaaaa sih ini, keren parahhh!!",1,1,1,Positif,,
1913,"Keren Bangetsssss
semoga Yang Baca Komen Saya Ini Semoga Di Tahun 2021 Mendapatkan Keberkahan Dunia Akhirat, Rezeki Yang Halalan Toyiban Aaminn YaAllah....",1,1,1,Positif,,
1914,"Keren Abis, Pesannya Dapet Bangetâœ¨",1,1,1,Positif,,
1915,"Another level bgt, sesuai ekspetasi, melebihi malah. Congrats! Finally, you're all back!",1,1,1,Positif,,
1916,Kereeen bangeet asliiii â¤ï¸ creator indo tuh keren2 moga aja tahun depan konten yg viral yg keren2 macam ini,1,1,1,Positif,,
1917,GILA GILAA GILAA ONE OF THE BEST YTB REWIND!!!,1,1,1,Positif,,
1918,"Merindinggg, bangga bangetðŸ˜­ðŸ˜­ðŸ˜­",1,1,1,Positif,,
1919,"Wuihhhh ""sugoi dekai"" temen-temen... 2020 emang luar biasa !!!",1,1,1,Positif,,
1920,"Kok keren sih anjing ðŸ¥°ðŸ¥°ðŸ¥°
Terimakasih yaa, terimakasih",1,1,1,Positif,,
1921,"Dammmmnnn this is yt rewind yg pling bikin merinding, salutttt sama bang chandra dan timnya",1,1,1,Positif,,
1922,"Terlalu keren, merinding gw",1,1,1,Positif,,
1923,SUMPAH!!! Keren bangetttðŸ˜­ðŸ˜­,1,1,1,Positif,,
1924,THIS IS MASTERPIECE!!!â¤ï¸â¤ï¸â¤ï¸â¤ï¸,1,1,1,Positif,,
1925,Terimakasih 2020 :'),1,1,1,Positif,,
1926,Keren bgt kacauðŸ”¥,1,1,1,Positif,,
1927,KERENNN PARS!!ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1928,Menyalaaa ðŸ”¥,1,1,1,Positif,,
1929,GOOSEBUMPS CHANDRA THIS WAS AMAZING!!!,1,1,1,Positif,,
1930,Wa bangsat keren banget..ðŸ”¥,1,1,1,Positif,,
1931,"Mantap nih, gw bakal share ke semua temen gw biar tranding 1",1,1,1,Positif,,
1932,"YRI terkeren rennnnn yg pernah ada, pesan moralnya kena banget dgn moment"" 2020. Tahun yg penuh suka duka ðŸ˜¢",1,1,1,Positif,,
1933,4:13-4:40 kalian pasti udh pada tauðŸ˜…,0,0,0,Netral,,
1934,KEREN BGT!!!!!!!!!!!!!,1,1,1,Positif,,
1935,Youtube rewind best everrr everr everrrrr ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ¥³ðŸ¥³ðŸ¥³ðŸ¥³ðŸ¥³ðŸŽŠðŸŽŠðŸŽŠðŸŽŠðŸŽŠðŸ¤ŸðŸ»ðŸ¤ŸðŸ»ðŸ¤ŸðŸ»ðŸ¤ŸðŸ»ðŸ¤ŸðŸ»ðŸ¤ŸðŸ»ðŸ¤ŸðŸ» Thnks chandra and all ðŸ”¥ðŸŽŠðŸ¥³,1,1,1,Positif,,
1936,Kerenn gilaakk!!,1,1,1,Positif,,
1937,kerenn batttt!!!ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1938,"""Binasa hal-hal buruk""
#IndoPride",1,1,1,Positif,,
1939,Semoga tahun 2021 lebih menyenangkan dari tahun 2020. Aamiin ðŸŽ‰,1,1,1,Positif,,
1940,Cieee ada Pak Muh â¤ï¸,0,1,1,Positif,,
1941,Saya liat jerome dan leo:',0,1,1,Positif,,
1942,Kacauuu parahh kerennðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1943,SCENE TERAKHIR MENGANDUN BAWANG ðŸ˜­ðŸ˜­,1,1,1,Positif,,
1944,GOKILL,1,1,1,Positif,,
1945,"Keren Banget, SumpahðŸ˜­",1,1,1,Positif,,
1946,Lathi x how you like that pecah ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1947,Keren abiezðŸ†–ðŸ†ŽðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1948,MENYALAAA BANARRRðŸ”¥ðŸ”¥,1,1,1,Positif,,
1949,"""HARUS TRENDING!""
""HARUS TRENDING!""
""HARUS TRENDING!""
""HARUS TRENDING!""",1,1,1,Positif,,
1950,"youtube as a door to begin but also ended it to a whole different life. you really got us, thank you for this great artwork!âœ¨ you will always be remembered.",1,1,1,Positif,,
1951,11:32 Sad part ever ðŸ˜­ðŸ˜­ðŸ˜­,0,1,1,Positif,,
1952,11:37 farewell from the old generation,0,1,1,Positif,,
1953,"Kerenn parahh, merindinggðŸ”¥",1,1,1,Positif,,
1954,THE NEXT LEVEL OF REWIND ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1955,"This video Will make us cry;')
Thank you 2020ðŸ˜­
I Will remember you till i oldðŸŒ»",1,1,1,Positif,,
1956,THE BEST REWIND IN THE YEARðŸ’¥,1,1,1,Positif,,
1957,0:12 WAP Reference,0,0,0,Netral,,
1958,Thank you so much for working hard indonesia creators! this rewind almost made me tear up. Love you all â¤ï¸,1,1,1,Positif,,
1959,the last scene of this video almost make me cry,1,1,1,Positif,,
1960,2:13 Ehh Ada Bang Budi sama Frost Diamond wkkwkw,0,1,1,Positif,,
1961,"3:01 ""Tatapan Membara By Chef Arnold""",0,1,0,Netral,,
1962,"gilaaa keren larah merinding gue ngeliat rewind tahun ini, gue jadi inget lagi jaman masih megang hape kotak nonton greates content creator ini. Gila sih ga bisa diungkapin kata2 KEREN PARAH POKOKNYA MAH",1,1,1,Positif,,
1963,Proud of y'all creator Indonesia.. thank you 2020ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1964,"I just wanna say three word for this Rewind..
Gorgeous
Amazing
Beautiful ðŸ¤©ðŸ¤©",1,1,1,Positif,,
1965,8:55 fixx epic moment,1,1,1,Positif,,
1966,"Aulion 2015 :Buka Masker
Aulion 2020: Pake Masker
KONSPIRASI APAKAH INI ? wkwk",1,1,1,Positif,,
1967,This is a lit! ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1968,Best rewind ever ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1969,"Merinding sih, over all ini keren bangetðŸ”¥
Btw ada gue di menit 14:22",1,1,1,Positif,,
1970,"God damn this is awesome!! Waiting for this moment since 2016, big respect to Chandra liow, Aulion, and all youtubers that participate in this YouTube rewind. Specially Jovial and Andovi da Lopez, we will always remember you #mambamentality",1,1,1,Positif,,
1971,"The best youtube rewind compare last ye-- 
oh wait I thought this is Youtube rewind 2020.. sorry",1,-1,1,Positif,,
1972,Gaskuen trending,1,1,1,Positif,,
1973,2:23 my watermelon sugar â¤ï¸,0,1,0,Netral,,
1974,"SAPA NAROH BAWANG DISNI WOY?! 

speechless this is good af",1,1,1,Positif,,
1975,"Banyak ""MAKNA"" 
Terimakasih semuanya!!!
Jangan lupa yang baca komen saya,sekarang Hari Senin Terakhir di tahun 2020.",1,1,1,Positif,,
1976,Trending kan mntpp...,1,1,1,Positif,,
1977,Itu ending nya nunjukin kalo ka jo sama andovi mau udahan dari youtube kan? Sedih banget asliiii,1,1,1,Positif,,
1978,"THIS IS MORE THAN A REWIND, THIS SHOULD BE NOMINATED. YOU GUYS DID GREAT!!! SALUTE!",1,1,1,Positif,,
1979,"Keren banget, merinding sampe nangis. Not the best year but at least from this year we get many things to learn. Maju terus IndonesiaðŸ’™",1,1,1,Positif,,
1980,9:19 akhirnya gua ngeliat kak regi,0,1,1,Positif,,
1981,"Me see lord kungkingkang, me like it",1,1,1,Positif,,
1982,Anying keren gwa nangis nontonnya :â€))) Terimakasihh yaaakk,1,1,1,Positif,,
1983,04:13 Bole juga nyindir nya wkwk,0,1,1,Positif,,
1984,sad ending gini njirr ðŸ˜­,1,1,1,Positif,,
1985,Semuanya pasti akan berlalu. EPIC CLOSING. #APPLAUSE,1,1,1,Positif,,
1986,Sebagai orang kampung bangga bangetl Los Dol bisa masuk rewind. Ada yang sama?,1,1,1,Positif,,
1987,4:38 = the best,1,1,1,Positif,,
1988,Sumpahhh merindinggggðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,1,1,1,Positif,,
1989,10:57 memories bring back.,0,1,1,Positif,,
1990,IT'S MASTERPIECE ðŸ˜­,1,1,1,Positif,,
1991,3:30 HAW TO BECOMEðŸ‘,0,1,0,Netral,,
1992,9:55 DAMMM!!,1,1,1,Positif,,
1993,"I'm not crying, you're crying",1,1,1,Positif,,
1994,7:52 MRINDING BGT HANIN DHIYA ðŸ˜µ,1,1,1,Positif,,
1995,THE BEST YOUTUBE REWINDðŸ‘ðŸ‘,1,1,1,Positif,,
1996,"Harus trending, kualitas global ini mahðŸ”¥ðŸ”¥ðŸ”¥",1,1,1,Positif,,
1997,2:13 Wkwkwk ad Bang Budi,0,1,1,Positif,,
1998,I got emotional from this video :'),1,1,1,Positif,,
1999,OMG IM CRYINGGGðŸ˜­ðŸ˜­ðŸ˜­,1,1,1,Positif,,
2000,Speechless. The legends has are here!!!,1,1,1,Positif,,
2001,KEREN BANGET BANGETANNNN GANGERTI LG NANGIS + ngulang berkali2 :'),1,1,1,Positif,,
2002,"Rewind: *exist
Trending:""Understandable have a great day""",1,1,1,Positif,,
2003,"7:52 Suddenly got goosebumps n in tears :""",1,1,1,Positif,,
2004,"""Saya youtuber pemula""
""Saya ngedit tiap hari""
""Saya ngonten tiap hari""
""Mohon support nya temenÂ²ðŸ™ðŸ»""",0,0,0,Netral,,
2005,"Gileee bravooo!!!
Thank you for all memories 2020",1,1,1,Positif,,
2006,Ada buna masih hijaban alhamdulillahðŸ˜­â¤ï¸,1,1,1,Positif,,
2007,"kalian be like: ""bang bang bts nya mana bangg????""",0,1,0,Netral,,
2008,THE NEXT LEVEL OF REWIND ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
2009,10:00 epic banget sumpah ðŸŽ‰ðŸŽ‰ðŸŽ‰,1,1,1,Positif,,
2010,"Holy, intentions dan stuck with u paling awal yup yup ðŸ˜ðŸ˜",1,1,1,Positif,,
2011,"So PROUD of you guyssss Terimakasih untuk kerja kerasnya buat yang berada dibelakang layar. Video ini sungguh lah bikin aku gabisa berkata-kata lagiiiii huhubiju shzkkajja intinya TERIMAKASIH ATAS KERJA KERASNYA, KALIAN SEMUA HEBATTðŸ˜­",1,1,1,Positif,,
2012,Bro this 2020 i will remember forever :),1,1,1,Positif,,
2013,"Thankyou 2020:""(",1,1,1,Positif,,
2014,"Omg, This is so DOPE!!!",1,1,1,Positif,,
2015,11:22 demiii tuuuhaaannn!!!!ðŸ˜‚,1,1,1,Positif,,
2016,10:30 sapa yang naro bawang oi,1,1,1,Positif,,
2017,4:14 ngena banget moment nya.,1,1,1,Positif,,
2018,"Well done, masterpiece ! Proud of you guys, ini luar biasa..",1,1,1,Positif,,
2019,masterpiece ðŸ”¥ðŸ”¥,1,1,1,Positif,,
2020,gua nyesel nonton rewind ga beli yt premium anjim!!!! tp gilak sih sekeren iniðŸ˜­,1,1,1,Positif,,
2021,"265 rb x ditonton tp likenya 426 rb, this is hack ðŸ¤£ðŸ¤£ðŸ˜‚",1,1,1,Positif,,
2022,Gak sanggup meninggalkan tahun 2020ðŸ˜¢,1,1,1,Positif,,
2023,2020 : Separuh lagu yg disini ada di Tiktok,0,0,0,Netral,,
2024,"Wah, ada panutan gadget juga di Youtube Rewind tahun ini... hmmm, sepertinya menarique untuk dibuat video reactionnya ðŸ˜",1,1,1,Positif,,
2025,Ayee ðŸ”¥ðŸ”¥,1,1,1,Positif,,
2026,WOW THIS IS SO COOOLLLL!!,1,1,1,Positif,,
2027,Knp lagu WAP dimasukan jugaaaðŸ˜­ðŸ˜­ðŸ˜­nangis tapi over all bagus banget wehh,1,1,1,Positif,,
2028,GOKIIILLLLLLLLðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
2029,Big applaus for you sir ðŸ‘ respect âœŠðŸ”¥ðŸ”¥,1,1,1,Positif,,
2030,"Cukup seneng karena subs terbanyak cuma nongol 5 detik ðŸ‘ŒðŸ». 


#NegativeCommentWillBeForgiven",1,1,1,Positif,,
2031,Likenya lbih byk 2xdri yg nonton njirrðŸ˜‚ðŸ˜‚,1,1,1,Positif,,
2032,"KEREN BGD GILAA ã… ã… ã… ã…  TERHARUU SAMPE LIATNYA, NANGIS BGD ã… ã… ã… ã… ã… ã… ",1,1,1,Positif,,
2033,Yaallah merinding keren bgtttt,1,1,1,Positif,,
2034,Keren bgt gelooðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
2035,Gilaaa gilaaa â™¥ï¸ðŸ˜­,1,1,1,Positif,,
2036,7:56. MerindingðŸ˜µ,1,1,1,Positif,,
2037,Ngeri... kerenn parahhhðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
2038,4:21 the best,1,1,1,Positif,,
2039,"bikin ketawa, merinding, dan bikin nangiss diakhir. Keren parahhðŸ”¥ðŸ”¥",1,1,1,Positif,,
2040,Wah gokil merinding gua nonton nya keren banget ðŸ‘ðŸ‘ðŸ‘,1,1,1,Positif,,
2041,sumpah demi apapun gw nontonin ini terharu banget :'),1,1,1,Positif,,
2042,KEREN PARRAAAAAHðŸ¥º,1,1,1,Positif,,
2043,growed up with u all :),1,1,1,Positif,,
2044,Keren parahðŸ”¥,1,1,1,Positif,,
2045,"GILAAAA!!!!

Beneran Merinding Looooo
ceeeerrsssss!!!!",1,1,1,Positif,,
2046,Akhirannya Sponsor Red Dorz? ðŸ˜‚,0,0,0,Netral,,
2047,Lah nangis akuu ðŸ˜­ great jobðŸ‘ŒðŸ»,1,1,1,Positif,,
2048,KEREN BANGETTTTTTðŸ”¥,1,1,1,Positif,,
2049,"INI MAHAKARYA
PRESTASI ANAK INDONESIA
MASA BODO DIBILANG OVERPROUD",1,1,1,Positif,,
2050,TrendingðŸ”¥,1,1,1,Positif,,
2051,5:54 miko panggayo kok ga disebut di credittttt... eh bener miko kann ðŸ˜‚ðŸ˜‚,0,0,0,Netral,,
2052,Better than... ahhh INTINYA INI DEBES!!ðŸ”¥ðŸ”¥,1,1,1,Positif,,
2053,0:11-0:34 dibuka dengan sampahhhh,-1,-1,-1,Negatif,,
2054,Kerensekaliiiiiiii terimakasih ðŸ’™ðŸ’™ðŸ’™ðŸ’™,1,1,1,Positif,,
2055,"INI DA REAL REWIND WOIIIII!!!! Keren bangeet gilaak, merindiiing gue. Emang chandraliow x aulion ga usah di raguin lagiiii",1,1,1,Positif,,
2056,Apa cuma aing yg nunggu kirain ada erpan :v?,0,0,0,Netral,,
2057,I M A PROUD INDONESIAN ! MERINDING !,1,1,1,Positif,,
2058,MUSLIM SUDAH BERSABDA KAWAN KAWANðŸ¤£ðŸ˜­,0,1,0,Netral,,
2059,2:41 ada foto 1d diujung kanan(ï¾‰â—•ãƒ®â—•)ï¾‰*.âœ§,0,0,0,Netral,,
2060,best rewind that makes me cried,1,1,1,Positif,,
2061,PecahhhðŸ”¥,1,1,1,Positif,,
2062,Sumpah ga BOONG GUE NANGIS ANJINGGGGG sumpahhh semua team yang kerjain THX banget kalian gila!!!! GA BERASA GUE DI YOUTUBE UDAH 10 tahub,1,1,1,Positif,,
2063,KERENN BANGET PARAHHHðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
2064,Teruntuk kak aulion dan bang chan thx bangeeeetttt~ kereeeennnnn~,1,1,1,Positif,,
2065,Kekeyi glow upðŸ”¥,0,1,0,Netral,,
2066,"Waahhh gilaaasihhh! Trend2 yg viral semua ada, dapet, lagu2 viral juga ada, youtuber2nya juga lengkap! Asli terbaik setelah tahun kmrn gaada, terbaik #RI2020! T.T",1,1,1,Positif,,
2067,Outstanding ðŸ˜,1,1,1,Positif,,
2068,Merinding kereeeeeeeeeeeennnnn!!!!,1,1,1,Positif,,
2069,This not a video.. but truly a masterpieceðŸ‘ðŸ¼âœ¨,1,1,1,Positif,,
2070,"keren..! scene bendera Indonesia semangat nasionalisme nya dapet bgt. part paling kerasa itu pas ngadepin pandemi, dimana byk orang2 putus asa, tp kita semua bahu membahu utk turun dg sumbangsihnya masing2 buat nolong orang2 yg kena dampak scara lgsung. #janganbosanjadiorangbaik #RI2020",1,1,1,Positif,,
2071,kerennnn bangettttttttâ¤ï¸â¤ï¸â¤ï¸â¤ï¸,1,1,1,Positif,,
2072,KEREN BANGEETTTTðŸ˜­â¤â¤â¤â¤,1,1,1,Positif,,
2073,Respect buat kalian yg kreatif di bidangnya masing-masing ðŸ‘ðŸ™ terus lah berkarya dan menginspirasi,1,1,1,Positif,,
2074,Berasa flashback nya ðŸ˜­,0,1,1,Positif,,
2075,RESPECT ðŸ’¯ðŸ’¯ðŸ’¯,1,1,1,Positif,,
2076,"me : dont wanna watch ri2020 everyone said so much bawang 
also : AAASHSHJSJSKS MASTERPIECE !",1,1,1,Positif,,
2077,"""Respect Is Earned Not Taught"" - Andovi",1,1,1,Positif,,
2078,2:55 tanboy kn,0,0,0,Netral,,
2079,ANJIRR KEREN BGT LOVEEE !!!!ðŸ˜­ðŸ˜­ðŸ˜­â™¥ï¸â™¥ï¸â™¥ï¸â™¥ï¸â™¥ï¸â™¥ï¸ðŸ¤ŸðŸ»ðŸ¤ŸðŸ»,1,1,1,Positif,,
2080,DAMNNN. YOU GUYS KILLING IT. CHEERSS ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
2081,"amazingly, the music is very luxurious made by Eka Gustiwana and Prague Symphony Orchestra and adapted by Erwin Gutawa.  Give me goosebumps !!",1,1,1,Positif,,
2082,"Merinding coy, big applause ðŸ‘ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥",1,1,1,Positif,,
2083,Best ever rewindðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
2084,DAMN!!!!ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
2085,SPEECHLEESSSSSSS ! ðŸ˜­,1,1,1,Positif,,
2086,5:47 ada pak muh!!!! I love u pak muuh!!!!,1,1,1,Positif,,
2087,Conten cretaor old   rewind  ini mah bukan youtoub rewandðŸ˜‚,-1,-1,-1,Negatif,,
2088,"DAMN, THIS IS SO COOL!!!",1,1,1,Positif,,
2089,"Fak !!!! Keren sih konsep nya.mengenang semua yg viral di 2020.
Tapi entah knapa kok ""CRINGE""",1,1,1,Positif,,
2090,"Terbaik, terniat ðŸ’žðŸ’ž
Spechless banget, kalian luar biasa ðŸ˜˜ðŸ˜˜
Go Trending ðŸ”¥ðŸ”¥",1,1,1,Positif,,
2091,"BEST...
Aulion never disappoint ,,,,",1,1,1,Positif,,
2092,keren parah bruuuvâ€¼ï¸ you got me crying there. this year has been the shittiest year ever. stay safe kalian semua,1,1,1,Positif,,
2093,"where ""dinding pa dinding""?",0,0,0,Netral,,
2094,"Thank you semuanya udh ngehibur, memberikan konten yang bermanfaat, memberikan informasi dan motivasi, It's time to say goodbye, bye 2020!!",1,1,1,Positif,,
2095,UN1TY KEREN BGTT!! THIS WHOLE VIDEO IS AMAZING! AH SPEECHLESS PARAH. THANK YOU FOR MAKING THIS! CHANDRA & AULION GAPERNAH MENGECEWAKAN <3 YUK TRENDING,1,1,1,Positif,,
2096,"KEREN ABIS PARAH, WAJIB TRENDING, MAKASIH SEMUA YG TERLIBAT DIVIDIO, JUJUR SEDIH PAS LIAT KA ANDOVI BUKA PINTU DORAEMONNYA, TAPI JIKA ITU YG ADALAH PILIHAN, LANJUT KA, SEMANGAT TERUS, SEHAT2 JUGA UNTUK SEMUANYA, TERIMA KASIH:)",1,1,1,Positif,,
2097,Take a moment to appreciate our Indonesian youtube creator! ðŸ‘ðŸ»ðŸ‘ðŸ»,1,1,1,Positif,,
2098,"Kirain gue nangis karena cengeng, ternyata banyak yang nangis jugaðŸ˜­",1,1,1,Positif,,
2099,GOKSSSSðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
2100,MASTERPIECE!,1,1,1,Positif,,
2101,menutup worst year dengan masterpiece! goks!!,1,1,1,Positif,,
2102,"Petjaaahhh, sampe merinding ke ubun2 ðŸ”¥ðŸ”¥ðŸ”¥",1,1,1,Positif,,
2103,Merinding liatnya :'( terimakasih 2020 :'),1,1,1,Positif,,
2104,Terima kasih 2020... Membaiklah 2021 :'),1,1,1,Positif,,
2105,Finally ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
2106,"THIS IS THE TRUE REWIND....

FINALLY IT'S BACK!!",1,1,1,Positif,,
